\ This script generates Case-5 astrometry challenges. The telescope used in this
\ challenge is affected by distortion. Astronomical sources are retrived from
\ the Gaia EDR3 catalog, while observations fields are not in the Galactic
\ center region. In total, 10 fields are obtained for each distortion pattern. A
\ list of source positions on the focal plane and original ICRS coordinates is
\ provided. Solve the position angle and distortion parameters.
\distortion_K=(48.77725635611796,)
\distortion_S=(-1.43752271353587, -0.5569769299914513)
\distortion_T=(-55.31674870030141,)
\distortion_scale=1.0033126343140357
|                  x|                  y|                ra|                dec|field|
|             double|             double|            double|             double| long|
|                 um|                 um|               deg|                deg|     |
|               null|               null|              null|               null| null|
  2804.7428486721114   9532.307267503424 348.68346043050076   -31.8398260848096     1 
   5813.387776589023   5197.263473521725 348.69632175404905 -31.800107231733744     1 
  11526.432053450513     9319.6032052911  348.7586322689552  -31.81548613730696     1 
    9957.16257110032   5058.742261339331 348.73200268743375 -31.788248479000604     1 
  13346.449512284315  312.98275077911995 348.74677752114786 -31.744430505376673     1 
   19971.74605969694  11109.611619095716  348.8360894545498  -31.80635421562336     1 
  17117.476422522963  3474.8434126822067  348.7889609172908 -31.757947502350884     1 
  17256.227576191413  -151.0300629677079  348.7789885552799 -31.730984810515796     1 
   20216.78148029568  -724.6985782065424  348.8024098289551  -31.71929711893893     1 
   -9826.85394616065   12242.07441198165  348.5831713764272 -31.891148077095785     1 
 -12490.157261217257   9165.444265478507 348.55118805228443 -31.875422500736036     1 
  -9265.046228170284   6627.951216192528 348.57046762987625  -31.84918448415376     1 
  -8736.938680522262   5569.025376743937 348.57167668020577 -31.840156093736418     1 
 -12006.711093902613  -724.6645945576955  348.5250499556668  -31.80242456835369     1 
  -7889.125836359164   744.1839895369086  348.5641211787798 -31.802718240817338     1 
 -3858.5020767664932   727.8069504586226 348.59853810980064 -31.792256425084712     1 
  -4936.638010416959  -4648.741084149829  348.5730693572969  -31.75556736416272     1 
   3417.456854582188  4294.1763507547075  348.6726327144333  -31.79969037755824     1 
   2151.975239837144  2421.0152565729845  348.6558216066113 -31.789153711267012     1 
   4857.237178731841  -497.7592474234313  348.6704110770826 -31.760534964400723     1 
   4264.228675363926 -1652.9858901552843  348.6616895374629  -31.75355977115155     1 
   8949.151285446418   124.2841839490678  348.7080068627484 -31.754451291402585     1 
   7253.034531387803 -2219.1080618193523 348.68599513496315 -31.741589092388146     1 
   7969.908730247598  -4348.325342337628 348.68568102590496 -31.724069580721896     1 
   9635.890061349695 -4069.0447309840083  348.7010301349305  -31.72180334532145     1 
  11417.469307381885   -3874.34838497128  348.7171013412996  -31.71863557730982     1 
  11747.115903841328  -5473.687855017291 348.71501015588217 -31.706088486084845     1 
   3208.083427492478   -5933.67403334388   348.639432863453   -31.7248500631875     1 
   3248.626409621273  -4860.174372640651 348.64304530983065 -31.732613628123982     1 
   -186.628906236293  -5849.587891521527  348.6102909817757  -31.73435097144948     1 
   2077.200960855117  -6389.814067203467  348.6282472672042 -31.724469151032608     1 
   613.9769639745815  -7439.827276188888 348.61243730251516  -31.72063056229346     1 
  -16691.58209399792  -3014.893101079093 348.47976337482345 -31.797566027167395     1 
 -12518.931255577578  -2862.212248698276  348.5144590827007 -31.788158658642867     1 
 -16650.343631396976  -6859.295270370736   348.469104422014 -31.769745364528784     1 
  -17887.42859618725  -5993.674404812404  348.4615805160067 -31.779102867499212     1 
  -15922.37032823247  -6290.759546972727 348.47660773970534 -31.771985287222194     1 
 -16314.060481782033  -7564.233527239384  348.4698409798362  -31.76381972507293     1 
  -8027.111319664965  -10083.03061904153 348.53105309709093  -31.72414330343779     1 
  -5976.499278733952  -10036.11485633855 348.54845509825236 -31.719089355760527     1 
  -9226.396863756449 -11181.271335348387  348.5179192355003   -31.7193899571591     1 
 -13249.060733348926 -15701.050511818792 348.47247689034106  -31.69783138437126     1 
 -11522.643847387371 -20052.120706306705  348.4751138604598 -31.662824772779775     1 
 -12413.012430686711 -19264.122198919482  348.4699300830166  -31.67066801096596     1 
   5287.998277120181  -18094.46607297026   348.621235067739 -31.632195534351368     1 
  15179.610336292517  -4499.657679843001 348.74767188239497 -31.704454203834395     1 
  16997.431235165357  -5027.851182216843  348.7616283090028  -31.69602669287074     1 
  17514.347132134804  -7261.951303300688 348.75908130145865 -31.678551346725463     1 
   15319.97556661925  -7732.101397209672 348.73882814309707 -31.680621345398762     1 
 -10411.469811220675  18888.067712591394 351.21531368782337  -32.81610722063936     2 
   9211.722052571726  16672.649133760904 351.39347010256853  -32.79216252713456     2 
    17457.4356069681  11938.057892612247 351.46691623648013   -32.7517125424421     2 
  17338.440046757707   11838.11687712714  351.4657874013422  -32.75100875065715     2 
  3299.8742639417987  20330.409561120126 351.34092399108204 -32.822414773938604     2 
   4193.145497519937   19333.48674211025 351.34858313621334 -32.814569982669674     2 
   4660.956135414964  13471.029866963348 351.34963549136216  -32.76979546665977     2 
  -9524.845987072445  15684.395395348945 351.22096583135846  -32.79185527384112     2 
  -2279.581518086764  13081.396665583166  351.2851940153783 -32.769634679411325     2 
   10750.25375759175  10685.828887665628 351.40465220873654 -32.745474220435646     2 
   14526.94787641501   9356.885656870276  351.4388541101711 -32.733322166864355     2 
  15954.654614855222   9082.426443206772    351.45182693394  -32.73048043604914     2 
   5190.636993570303   8022.962103824042  351.3515110652396 -32.727376748099545     2 
   6859.868512914646   6750.033496499829  351.3663585864868 -32.716695861684904     2 
  10190.173651649946  2145.2061719488584 351.39481548892604 -32.679177426246014     2 
   9205.663989576964  -809.7608855829766  351.3839791805213  -32.65651788674125     2 
 -19773.289585166207  18690.101521186327  351.1334226929111   -32.8164456832069     2 
 -14424.231496713139  15645.706203581443  351.1774000152848  -32.79283819151846     2 
 -16200.544836323212  16018.181972284001 351.16213683750055  -32.79602436977794     2 
 -16899.106443220695  16704.895716509986 351.15658343071675   -32.8012840040513     2 
 -15902.052864523055  14559.814929641161 351.16366818315186  -32.78504445218812     2 
 -20342.564042815335   9324.118988892116 351.12170777874513  -32.74678488156315     2 
 -11338.061211395592  14529.906395041842 351.20393331679924  -32.78364466866924     2 
 -10347.238795414782  12291.762378212095  351.2112744971444  -32.76636310317508     2 
  -13210.71832586181   12352.98961432429  351.1857858468544 -32.767686735152424     2 
 -1310.8001446266042   5838.336849183506  351.2898180375157   -32.7131750824141     2 
  -7132.920652849524   3614.375712625184  351.2350485327274   -32.6983213762802     2 
 -13516.032895349228   8553.678227793556  351.1805909025936  -32.73883343313349     2 
 -13869.584322109193  1873.4080367169292  351.1735936489993  -32.68769610826006     2 
  -9745.453360191732  -5697.461978416558  351.2067636984591  -32.62751465246236     2 
   4977.607527364286  -4314.451071233186  351.3426482408146  -32.63108155292069     2 
 -4052.1286205102338  -6035.740759743498 351.25826695771366  -32.62202954593859     2 
 -1915.6228130127467  -7584.859156463641  351.2771388061199  -32.60902152389491     2 
 -3547.4329513410053  -8240.679933563531 351.26186644250794  -32.60479927417155     2 
  -2896.156420202378 -10194.373026734207 351.26694600730605  -32.58950489758767     2 
   2224.924922290949     -9064.211536737  351.3145926629288  -32.59562200854916     2 
 -18847.859762905835  1148.9955040687362 351.12978621083346 -32.684246071028525     2 
 -16548.292305338306  -900.5022276112514  351.1486964953915  -32.66760426211702     2 
  -9686.055306664099  -7180.482127592033 351.20667191234395  -32.61611851864034     2 
  -16668.63228163854  -7715.171355188849 351.14485822607855  -32.61582375195281     2 
 -18564.391663350492  -8467.784092762455  351.1282676913041  -32.61120910874712     2 
 -16097.757997614886 -13541.456695778306 351.14804520482807  -32.57179211618778     2 
  -6490.446341765521 -12028.259011729284 351.23351859865807 -32.577485326274335     2 
 -11322.469040790951 -14120.279197018668  351.1896276544023 -32.564551179673565     2 
   18431.62744977195  -5668.507018417785  351.4660535179972 -32.614955472194644     2 
  16526.355613007294  -6722.501079450587  351.4480189137821    -32.607566146349     2 
   17296.54260492471  -8218.223795892798 351.45406775827377  -32.59580267739767     2 
  17327.452187279625  -8277.352739057933   351.454309991702   -32.5953389422555     2 
   20337.15831643477 -11336.021000616072  351.4794076761091  -32.57107561789993     2 
  17970.508093481032 -13277.224474209888  351.4567304495143  -32.55718999177027     2 
   13332.50939695463 -10740.804110100487 351.41620372675266  -32.57799839551562     2 
  11215.584633732906 -11466.590927778447 351.39630697737493  -32.57329221635244     2 
  10390.106694759494 -11047.269920733323  351.3889623175808 -32.576816664366994     2 
  11617.154802223533  -12216.08711846339 351.39953659627463  -32.56744089004085     2 
  12185.407301715595 -16377.479353704133  351.4021283480745 -32.535946521175156     2 
   8169.405004995293 -15130.011956953776 351.36614085000133  -32.54684243687973     2 
  3984.4396731315414 -16670.710019492966 351.32694907692814  -32.53717227818693     2 
 -20435.392414156064  -12378.41257559903 350.72670913494085 -32.488452505217744     3 
  -20195.19829923054  1280.3661751135758  350.8258986438087  -32.42868107810907     3 
 -17076.889948607266 -12047.357899939894 350.71181217878393 -32.467758433823946     3 
 -13703.706317223881 -256.45486501918344  350.7817182335572  -32.39680225879109     3 
 -12311.492324389432  -4342.628419156901  350.7440492042083  -32.40641975456831     3 
  -12729.17200844784  -3436.118729434326 350.75298546485436 -32.404966023797655     3 
 -11290.145554455423 -313.82426363463543 350.76879569347705 -32.382343188876625     3 
    -9958.8318315966  -16283.82041507781  350.6433542473563  -32.44327570252127     3 
  -525.3843755522194 -18190.516530748773  350.5791955914271  -32.39356747447813     3 
   543.8612357783089 -14157.450064895425 350.60275763727174  -32.36966210570769     3 
  -7996.668862542205  -9859.339479702749  350.6801828743669 -32.404140378325394     3 
  -6757.554723544617  -5457.384422233206  350.7064207838316 -32.377224260923285     3 
  -7046.364839902717   640.7734987511648   350.753696195263   -32.3517758369857     3 
  -5028.264233829993  1329.7200718185175 350.74819191592195  -32.33600140126822     3 
   562.2119095781736  -10369.26903469176  350.6305714713665 -32.353014122827176     3 
  1456.1078922507406  -704.4569318338188 350.69819882075114  -32.30405125601796     3 
 -20095.606255181854   6131.142069450155  350.8608640824472  -32.40655616484539     3 
  -19988.39536485934  13594.316643941569  350.9139791832334  -32.37239155687622     3 
 -13747.493896211367    2865.46900628963 350.80513576049685   -32.3831269171023     3 
 -14169.111631576845   9722.766012414066 350.85772893826385  -32.35477191112311     3 
 -11217.876927748981   6795.517370567972 350.82129534996545  -32.34989027362552     3 
 -10958.326466609793   2676.686047758114 350.78938255888914 -32.366893699336934     3 
 -12214.370778814773  15409.566714476961  350.8890703689494 -32.317005894506586     3 
  -6867.721885673403  12578.302723542494  350.8414826529272  -32.29649903192957     3 
 -11269.874405714083  19454.478423317018  350.9130771421172  -32.29293868948347     3 
  -6158.471324524769  20043.596917118724 350.89162500037844 -32.258423132894556     3 
 -3498.7807742506243  12531.082202776624  350.8236369964897   -32.2754392190215     3 
  -5069.328871219493  14837.793807387594 350.84867695493796  -32.27493880069452     3 
 -3563.9633734694607  15156.322757909533  350.8431886190031 -32.263985760767056     3 
 -2509.4444744728485  10476.938497928473  350.8032722831879  -32.27847905817282     3 
  -666.0947426600684   9565.817241089764 350.78675225209173 -32.270883848246456     3 
  35.095696634429906   1462.471951219655 350.72217501608634 -32.303285056275435     3 
   2710.754461946173  5226.8182979744915  350.7361980628816  -32.26903988218335     3 
   7259.956025694577   5020.230414832421  350.7101842543262  -32.24082104533964     3 
  1560.0084912580487   9461.675865636618 350.77412895217606  -32.25714446829419     3 
   2643.863098758599  11693.308694461557  350.7849694847802  -32.24011359277411     3 
   5482.283026994686  12916.935609780361  350.7788873890158 -32.216487767022045     3 
    4720.55795217557   14760.85368389249 350.79658933716496  -32.21308925438368     3 
   7322.759559125324  13779.011523740182  350.7754204056871 -32.200911718641834     3 
   858.2419519549858  17539.299773065366 350.83737210282214 -32.225259315995686     3 
  2140.5177281627407 -15634.711534643215  350.5834566516603 -32.366012400408195     3 
   7788.518083622381 -15217.434270722822  350.5565131964105 -32.328530207424876     3 
  10507.467369437414 -14386.060454353654  350.5482421232588  -32.30762594015975     3 
   7854.357049799782 -10236.050879804747  350.5925644443451 -32.306090275669966     3 
   6308.807257073544   415.4591166790975   350.680546615345  -32.26787872146498     3 
  10680.104702176819 -3779.0296201216443 350.62556738822417  -32.25893223263168     3 
  16436.732069293936  -8492.091806473036  350.5603315818913  -32.24362420026346     3 
   16784.05590927217 -2366.3574608936215 350.60387538536605 -32.213668653500214     3 
  18129.442196149368  -3810.140135173295  350.5861205747945  -32.21173124408816     3 
  17188.100911545538 -19790.849461803096 350.47570727142386 -32.289198599088245     3 
  18020.275494623103 -12934.084136137006  350.5199542857507  -32.25361055922231     3 
   9552.586505504376   7685.992680741812 350.71792967151356 -32.214070185611206     3 
  16105.187124111928   1175.706189723978 350.63395046279965 -32.201891933518965     3 
   18123.48918059691   2658.618962070801 350.63443676112865  -32.18247784071071     3 
  16403.129155217015  10075.573984392558  350.6991524101235   -32.1600346468213     3 
   18562.82224669121  10148.955997700159  350.6882179966837 -32.146265302363936     3 
  18605.680775454555  12168.856981526169  350.7030467522009  -32.13712255561184     3 
  14061.657266920938  18513.730515541552 350.77414659950335  -32.13775609960491     3 
 -12875.956999921584    18950.2612374376 349.32637028069513  -32.18748155472031     4 
   18839.69223827548 -19989.148824383392 349.66090376942867 -32.444899315395084     4 
  19130.356055812637  -10169.33779371533 349.57387188054406  -32.44485306870161     4 
  14207.276955992933 -11671.209268223733 349.59042501664266  -32.40763497877895     4 
  19672.287492746156    -5546.6718814101 349.53159927691706  -32.44758252545704     4 
  16926.983310239895   -6758.15375486238 349.54426189475413  -32.42699128700682     4 
  16459.804251064314  -7331.054143964785  349.5497592672451  -32.42359027231303     4 
  14640.766719195364  -7842.913328688102  349.5554831627148  -32.40974545569803     4 
  14269.271420177447  -4032.549533772272 349.52080377841554 -32.405532156637356     4 
  10930.324470495547  -7487.981553416766 349.55433273855914  -32.38084431410495     4 
  12800.881175627732 -17882.496321471524 349.64648704522205  -32.39866871196418     4 
  7941.3225637616615 -19946.888343900682  349.6672343862154  -32.36207514155337     4 
  10809.557423980306 -10597.985749933543 349.58268958694134  -32.38101591468745     4 
  11720.321313867544  -9736.774910960738   349.574375425214 -32.387782567450515     4 
  10224.159428566367  -8949.458996636013 349.56804869962195 -32.375880022796935     4 
   5662.996371682575   -8728.28659509725  349.5684260608616  -32.34022831367788     4 
  3948.8963304221065 -11674.139573055341 349.59596545652863   -32.3280696739108     4 
   2633.920002218484 -14657.231278342124  349.6232953652634 -32.319118002609116     4 
  1654.3351008498291 -15819.028704880604 349.63403416574516 -32.312049045027415     4 
  3417.2370334422067   -13620.3773159214  349.6136890379063 -32.324748864319254     4 
  20238.574177123282    8470.97003886162 349.40279597421596  -32.44623828262194     4 
  17102.998300480165  19536.010056813884  349.3043554198139  -32.41659914831554     4 
  13053.082998084123  10314.637079660168 349.38911097412523  -32.39008006625166     4 
  16040.862755966446  15052.110397540688 349.34476250534203  -32.41085953781816     4 
  14840.802497224595  20185.028525413636 349.29944462877575 -32.398998984605036     4 
  14218.421340635945  19433.639262590517 349.30632660877603  -32.39462562421559     4 
  14984.424038492247   19630.50852010654  349.3042887943398  -32.40038878039539     4 
   8464.217321652088  13943.341102078022  349.3581851310396 -32.352717263952094     4 
   5070.252229002442  20216.204172788075  349.3036083087864  -32.32370734171217     4 
  16164.397172093592  1111.8893436940991 349.47237250308984  -32.41822564466349     4 
   6150.092110960931 -4367.6448936359575  349.5282198300515  -32.34227786731652     4 
   8120.803939535173   5257.537009723175  349.4381353481498  -32.35377197166591     4 
   7123.324905525855  6852.0753504485565 349.42390090722176   -32.3452767200484     4 
   6603.276881084569    2886.81322285333 349.46087647437724  -32.34285392103473     4 
   5843.505704437324  5218.8433391893295 349.43966675031595   -32.3359189432724     4 
  -1520.970062241588   5139.442059393513  349.4442776149132  -32.27830432447101     4 
   5719.027103450652  -4326.196997529918  349.5280580672344  -32.33888326876893     4 
   838.6811510436971 -4135.4147901821925 349.52871325434234  -32.30060383800504     4 
  1059.8475390850524 -2580.4905882240837  349.5142857751282 -32.301664411125934     4 
 -1291.8453611761222 -4082.9418139946724 349.52923694738456  -32.28397180478975     4 
  -1.330865091482636  -11651.85714572319 349.59755142316055  -32.29739046590126     4 
  -57.43557945574485  -8955.562060978025 349.57320049981263 -32.295741497225904     4 
 -2977.2161751335257 -12874.250823588338  349.6097156981072 -32.274992575403814     4 
 -194.84209347949047   206.4142691523595 349.48917410086773  -32.29067584395847     4 
  -5369.027926190389   739.1494017956412 349.48682050489674  -32.25027694097477     4 
   -9945.62852023395  -3173.877457203726  349.5247419606313  -32.21701941360037     4 
 -3148.0538257152525   4876.201302198892 349.44757169483734 -32.265763659977154     4 
 -2790.6661845982608   8884.411089267853  349.4105068333298  -32.26699381636439     4 
  -5176.350535856371   8122.302434597366   349.418843582061  -32.24884328656556     4 
  -5087.224852610118   8161.970235140988  349.4184296194138   -32.2495151847881     4 
 -1961.1930483956555   19407.12658103836  349.3148587132283  -32.26977913860164     4 
  -7680.119263863323  17095.740137736793 349.33914221658404  -32.22682529809939     4 
  -8946.793461879886  15785.524398385976  349.3516903515542 -32.217605068741584     4 
  -7264.784031529348   7803.825584887079 349.42294391810157 -32.232929758735956     4 
 -10744.518031023576   4894.004419322427 349.45146026690344 -32.207553973341696     4 
 -17617.670386102385  11452.195982597274  349.3962103040198  -32.15444176481674     4 
 -19974.424542610366  1334.3333875916762 349.48827992452016  -32.14084600730047     4 
  -19183.02525200636   8935.986376584362 349.41968297133235   -32.1438225685216     4 
  -6880.400031829883 -17367.651857746176  349.6507015951833  -32.24752750445431     4 
  -9563.989920808843  -17893.81244987588  349.6559822277607  -32.22763545750673     4 
  -9735.610760758631 -17926.326378821206  349.6563049711499  -32.22637029892319     4 
 -11678.905597085466 -16557.700957931578 349.64486178781146  -32.21108189623734     4 
  -18192.76990412964 -12592.083959246738  349.6115932790926  -32.16090135295454     4 
 -13593.170058693511  -6513.129151736505  349.5563624612416  -32.19126507374405     4 
 -16068.423677910647  -9119.124565737893    349.58043824758  -32.17436864444544     4 
 -17898.661128054275  -7943.685200195841  349.5705087117274  -32.16036139266716     4 
 -16758.709775495237 -14488.294070385966 349.62787409901495  -32.17245752864753     4 
 -17036.681570378627  1129.9801715615597  349.9397781828793 -31.216420856844945     5 
 -16784.139027969424  2044.7804200108085 349.94787328604485 -31.214289116544563     5 
 -16753.004364367614  -5725.214615833454 349.87851328574624 -31.216033666929636     5 
  -10915.83455373738  -5605.645061333203 349.87690871440356 -31.172659980711277     5 
  -7926.326220712417  -4369.926929302619  349.8867244385043 -31.149699563825063     5 
  -7538.882616955703  -5266.310758448403 349.87847995281936 -31.146963830254585     5 
  -15430.26354112532  -17345.12132152291 349.77618713698234  -31.20768681013686     5 
 -12079.956221885055 -20094.488586842614  349.7506822295127 -31.183249955134627     5 
 -13529.758581322145 -14468.016860871778 349.79988777981106 -31.193560482983063     5 
 -11827.098813897086 -15268.288657176434  349.7919724007975  -31.18103082277883     5 
 -10813.142643288622 -16538.633800680243  349.7803965128552 -31.173612431098274     5 
  -11436.41269395777 -17803.732099929286 349.76985415230456 -31.178353511789755     5 
  -4598.617791390855  -5412.709442789041 349.87591736035967   -31.1244318233177     5 
  -6107.645209557235  -10948.96632769965 349.82697271594316 -31.137279936554453     5 
  -6299.847184517934 -17691.237580941197  349.7679918641836 -31.139865793923338     5 
 -6077.7663086987095  -19469.08460447535  349.7525984952631 -31.138422568523975     5 
 -17159.187791364784  18238.656664589857 350.09117575300235 -31.210003940012797     5 
 -18936.738523542077  11506.045087591083  350.0325723045522 -31.226297055246494     5 
